"","orig.ident","nCount_RNA","nFeature_RNA","species","divergence1","divergence2","CT","RNA_snn_res.0.5","seurat_clusters"
"CME25A7587276Aligned.sortedByCoord.out.bam","SeuratProject",868582,9523,"marmoset","newworld","primate","Tb_CS6","4","4"
"CME25A7587274Aligned.sortedByCoord.out.bam","SeuratProject",648377,7990,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587273Aligned.sortedByCoord.out.bam","SeuratProject",1670884,9744,"marmoset","newworld","primate","ExMes_CS6","0","0"
"CME25A7587272Aligned.sortedByCoord.out.bam","SeuratProject",3790028,9754,"marmoset","newworld","primate","ExMes_CS6","0","0"
"CME25A7587265Aligned.sortedByCoord.out.bam","SeuratProject",154816,6480,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587270Aligned.sortedByCoord.out.bam","SeuratProject",816140,7012,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587267Aligned.sortedByCoord.out.bam","SeuratProject",218963,5231,"marmoset","newworld","primate","Tb_CS6","4","4"
"CME25A7587261Aligned.sortedByCoord.out.bam","SeuratProject",682170,7689,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587264Aligned.sortedByCoord.out.bam","SeuratProject",2665889,8265,"marmoset","newworld","primate","ExMes_CS6","0","0"
"CME25A7587269Aligned.sortedByCoord.out.bam","SeuratProject",846035,7374,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587271Aligned.sortedByCoord.out.bam","SeuratProject",642130,8078,"marmoset","newworld","primate","PGC_CS6","0","0"
"CME25A7587268Aligned.sortedByCoord.out.bam","SeuratProject",357503,6356,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587266Aligned.sortedByCoord.out.bam","SeuratProject",700486,6222,"marmoset","newworld","primate","SYS_CS6","0","0"
"CME25A7587263Aligned.sortedByCoord.out.bam","SeuratProject",1174922,8226,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587262Aligned.sortedByCoord.out.bam","SeuratProject",800047,8141,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587260Aligned.sortedByCoord.out.bam","SeuratProject",1269469,8875,"marmoset","newworld","primate","ExMes_CS6","0","0"
"CME25A7587259Aligned.sortedByCoord.out.bam","SeuratProject",503218,7995,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587255Aligned.sortedByCoord.out.bam","SeuratProject",847539,9337,"marmoset","newworld","primate","PGC_CS6","0","0"
"CME25A7587257Aligned.sortedByCoord.out.bam","SeuratProject",89747,3796,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"CME25A7587258Aligned.sortedByCoord.out.bam","SeuratProject",460416,6003,"marmoset","newworld","primate","SYS_CS6","9","9"
"CME25A7587256Aligned.sortedByCoord.out.bam","SeuratProject",710986,7727,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587253Aligned.sortedByCoord.out.bam","SeuratProject",295393,7609,"marmoset","newworld","primate","Tb_CS6","4","4"
"CME25A7587252Aligned.sortedByCoord.out.bam","SeuratProject",888851,8719,"marmoset","newworld","primate","SYS_CS6","9","9"
"CME25A7587251Aligned.sortedByCoord.out.bam","SeuratProject",874741,8114,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587248Aligned.sortedByCoord.out.bam","SeuratProject",1532575,8929,"marmoset","newworld","primate","PGC_CS6","0","0"
"CME25A7587254Aligned.sortedByCoord.out.bam","SeuratProject",751692,6953,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587249Aligned.sortedByCoord.out.bam","SeuratProject",909060,6813,"marmoset","newworld","primate","SYS_CS6","0","0"
"CME25A7587250Aligned.sortedByCoord.out.bam","SeuratProject",948729,5805,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587242Aligned.sortedByCoord.out.bam","SeuratProject",1034661,9841,"marmoset","newworld","primate","Tb_CS6","4","4"
"CME25A7587244Aligned.sortedByCoord.out.bam","SeuratProject",1089109,9718,"marmoset","newworld","primate","SYS_CS6","9","9"
"CME25A7587240Aligned.sortedByCoord.out.bam","SeuratProject",1209932,7915,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587247Aligned.sortedByCoord.out.bam","SeuratProject",1574379,9848,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587246Aligned.sortedByCoord.out.bam","SeuratProject",937296,6453,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587241Aligned.sortedByCoord.out.bam","SeuratProject",594356,5993,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587245Aligned.sortedByCoord.out.bam","SeuratProject",1992684,10793,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587243Aligned.sortedByCoord.out.bam","SeuratProject",984605,9418,"marmoset","newworld","primate","SYS_CS6","9","9"
"CME25A7587239Aligned.sortedByCoord.out.bam","SeuratProject",2263352,10202,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587218Aligned.sortedByCoord.out.bam","SeuratProject",1265461,7600,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587227Aligned.sortedByCoord.out.bam","SeuratProject",2139998,7449,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587230Aligned.sortedByCoord.out.bam","SeuratProject",1902586,10756,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587228Aligned.sortedByCoord.out.bam","SeuratProject",1070454,9273,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587232Aligned.sortedByCoord.out.bam","SeuratProject",2405221,11666,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587237Aligned.sortedByCoord.out.bam","SeuratProject",998443,8510,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587238Aligned.sortedByCoord.out.bam","SeuratProject",1385787,8984,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587236Aligned.sortedByCoord.out.bam","SeuratProject",662110,6813,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587234Aligned.sortedByCoord.out.bam","SeuratProject",1660945,7848,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587233Aligned.sortedByCoord.out.bam","SeuratProject",1398364,10208,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587235Aligned.sortedByCoord.out.bam","SeuratProject",1038349,9396,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587226Aligned.sortedByCoord.out.bam","SeuratProject",1027421,7602,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587231Aligned.sortedByCoord.out.bam","SeuratProject",1814212,9670,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587229Aligned.sortedByCoord.out.bam","SeuratProject",1052454,8241,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587225Aligned.sortedByCoord.out.bam","SeuratProject",1188736,7558,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"CME25A7587223Aligned.sortedByCoord.out.bam","SeuratProject",1922987,8738,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587224Aligned.sortedByCoord.out.bam","SeuratProject",1144869,10131,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587222Aligned.sortedByCoord.out.bam","SeuratProject",4177538,9777,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587217Aligned.sortedByCoord.out.bam","SeuratProject",866843,7422,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587220Aligned.sortedByCoord.out.bam","SeuratProject",488760,6738,"marmoset","newworld","primate","SYS_CS6","9","9"
"CME25A7587219Aligned.sortedByCoord.out.bam","SeuratProject",670764,7002,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587221Aligned.sortedByCoord.out.bam","SeuratProject",1091849,9472,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587216Aligned.sortedByCoord.out.bam","SeuratProject",1851347,9727,"marmoset","newworld","primate","SYS_CS6","9","9"
"CME25A7587215Aligned.sortedByCoord.out.bam","SeuratProject",1098594,8062,"marmoset","newworld","primate","Am_CS6","0","0"
"CME25A7587214Aligned.sortedByCoord.out.bam","SeuratProject",3023136,9094,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"CME25A7587213Aligned.sortedByCoord.out.bam","SeuratProject",901587,6628,"marmoset","newworld","primate","VE_CS6","9","9"
"CME25A7587212Aligned.sortedByCoord.out.bam","SeuratProject",725598,7230,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851716Aligned.sortedByCoord.out.bam","SeuratProject",743305,7274,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851717Aligned.sortedByCoord.out.bam","SeuratProject",258620,7837,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851718Aligned.sortedByCoord.out.bam","SeuratProject",1250604,8777,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851719Aligned.sortedByCoord.out.bam","SeuratProject",705390,9558,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851720Aligned.sortedByCoord.out.bam","SeuratProject",1597426,8144,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851721Aligned.sortedByCoord.out.bam","SeuratProject",424457,5969,"marmoset","newworld","primate","VE_CS6","9","9"
"ERR2851722Aligned.sortedByCoord.out.bam","SeuratProject",2279285,8388,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851723Aligned.sortedByCoord.out.bam","SeuratProject",6721543,9409,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851724Aligned.sortedByCoord.out.bam","SeuratProject",407849,6674,"marmoset","newworld","primate","ExMes_CS6","1","1"
"ERR2851725Aligned.sortedByCoord.out.bam","SeuratProject",1034825,6010,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851726Aligned.sortedByCoord.out.bam","SeuratProject",459522,2077,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851727Aligned.sortedByCoord.out.bam","SeuratProject",1138805,5150,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851728Aligned.sortedByCoord.out.bam","SeuratProject",436729,4637,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851729Aligned.sortedByCoord.out.bam","SeuratProject",384228,4166,"marmoset","newworld","primate","Tb_CS6","4","4"
"ERR2851730Aligned.sortedByCoord.out.bam","SeuratProject",1086591,4185,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851731Aligned.sortedByCoord.out.bam","SeuratProject",402259,2955,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851732Aligned.sortedByCoord.out.bam","SeuratProject",426204,3111,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851733Aligned.sortedByCoord.out.bam","SeuratProject",1020829,9147,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851734Aligned.sortedByCoord.out.bam","SeuratProject",439675,4831,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851735Aligned.sortedByCoord.out.bam","SeuratProject",766164,7340,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851736Aligned.sortedByCoord.out.bam","SeuratProject",532357,5741,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851737Aligned.sortedByCoord.out.bam","SeuratProject",444230,3315,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851738Aligned.sortedByCoord.out.bam","SeuratProject",1072044,5746,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851739Aligned.sortedByCoord.out.bam","SeuratProject",253102,2692,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851740Aligned.sortedByCoord.out.bam","SeuratProject",372400,3145,"marmoset","newworld","primate","SYS_CS6","9","9"
"ERR2851741Aligned.sortedByCoord.out.bam","SeuratProject",241267,4907,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851742Aligned.sortedByCoord.out.bam","SeuratProject",1300305,6924,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851743Aligned.sortedByCoord.out.bam","SeuratProject",309473,3458,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851744Aligned.sortedByCoord.out.bam","SeuratProject",669102,11655,"marmoset","newworld","primate","Tb_CS6","4","4"
"ERR2851745Aligned.sortedByCoord.out.bam","SeuratProject",540829,7190,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851746Aligned.sortedByCoord.out.bam","SeuratProject",119794,1850,"marmoset","newworld","primate","SYS_CS6","0","0"
"ERR2851747Aligned.sortedByCoord.out.bam","SeuratProject",457713,4642,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851748Aligned.sortedByCoord.out.bam","SeuratProject",176343,2310,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851749Aligned.sortedByCoord.out.bam","SeuratProject",991284,4924,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851750Aligned.sortedByCoord.out.bam","SeuratProject",377450,3571,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851751Aligned.sortedByCoord.out.bam","SeuratProject",834237,6789,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851752Aligned.sortedByCoord.out.bam","SeuratProject",1799394,5755,"marmoset","newworld","primate","SYS_CS6","0","0"
"ERR2851753Aligned.sortedByCoord.out.bam","SeuratProject",544330,5824,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851754Aligned.sortedByCoord.out.bam","SeuratProject",590735,4473,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851755Aligned.sortedByCoord.out.bam","SeuratProject",817466,4030,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851756Aligned.sortedByCoord.out.bam","SeuratProject",298381,3988,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851757Aligned.sortedByCoord.out.bam","SeuratProject",958214,5076,"marmoset","newworld","primate","SYS_CS6","9","9"
"ERR2851758Aligned.sortedByCoord.out.bam","SeuratProject",673823,3605,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851759Aligned.sortedByCoord.out.bam","SeuratProject",542290,6780,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851760Aligned.sortedByCoord.out.bam","SeuratProject",1140387,3994,"marmoset","newworld","primate","SYS_CS6","9","9"
"ERR2851761Aligned.sortedByCoord.out.bam","SeuratProject",664083,6496,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851762Aligned.sortedByCoord.out.bam","SeuratProject",916141,7045,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851763Aligned.sortedByCoord.out.bam","SeuratProject",655017,6453,"marmoset","newworld","primate","Tb_CS6","4","4"
"ERR2851764Aligned.sortedByCoord.out.bam","SeuratProject",330423,3128,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851765Aligned.sortedByCoord.out.bam","SeuratProject",181101,1936,"marmoset","newworld","primate","SYS_CS6","0","0"
"ERR2851766Aligned.sortedByCoord.out.bam","SeuratProject",379829,3556,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851767Aligned.sortedByCoord.out.bam","SeuratProject",1209421,5822,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851768Aligned.sortedByCoord.out.bam","SeuratProject",1400830,6415,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851769Aligned.sortedByCoord.out.bam","SeuratProject",819475,6454,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851770Aligned.sortedByCoord.out.bam","SeuratProject",870917,4939,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851771Aligned.sortedByCoord.out.bam","SeuratProject",1314334,5870,"marmoset","newworld","primate","VE_CS6","9","9"
"ERR2851772Aligned.sortedByCoord.out.bam","SeuratProject",334360,3246,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851773Aligned.sortedByCoord.out.bam","SeuratProject",521502,3830,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851774Aligned.sortedByCoord.out.bam","SeuratProject",1200465,9256,"marmoset","newworld","primate","ExMes_CS6","4","4"
"ERR2851775Aligned.sortedByCoord.out.bam","SeuratProject",2069629,5674,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851776Aligned.sortedByCoord.out.bam","SeuratProject",282787,2925,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851777Aligned.sortedByCoord.out.bam","SeuratProject",2358824,5334,"marmoset","newworld","primate","Gland_CS6","3","3"
"ERR2851778Aligned.sortedByCoord.out.bam","SeuratProject",1128736,5357,"marmoset","newworld","primate","EmDisc_CS6","0","0"
"ERR2851779Aligned.sortedByCoord.out.bam","SeuratProject",1042869,5055,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851780Aligned.sortedByCoord.out.bam","SeuratProject",180120,1576,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851781Aligned.sortedByCoord.out.bam","SeuratProject",3129005,8581,"marmoset","newworld","primate","Gland_CS6","3","3"
"ERR2851782Aligned.sortedByCoord.out.bam","SeuratProject",625977,4976,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851783Aligned.sortedByCoord.out.bam","SeuratProject",626147,5941,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851784Aligned.sortedByCoord.out.bam","SeuratProject",167161,2664,"marmoset","newworld","primate","Tb_CS6","4","4"
"ERR2851785Aligned.sortedByCoord.out.bam","SeuratProject",1578526,7587,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851786Aligned.sortedByCoord.out.bam","SeuratProject",2252012,10354,"marmoset","newworld","primate","PGC_CS6","2","2"
"ERR2851787Aligned.sortedByCoord.out.bam","SeuratProject",2544528,9794,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851788Aligned.sortedByCoord.out.bam","SeuratProject",1667660,12939,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851790Aligned.sortedByCoord.out.bam","SeuratProject",1314408,8610,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851791Aligned.sortedByCoord.out.bam","SeuratProject",1180947,7980,"marmoset","newworld","primate","Gland_CS5","6","6"
"ERR2851792Aligned.sortedByCoord.out.bam","SeuratProject",2049580,6361,"marmoset","newworld","primate","SYS_CS6","0","0"
"ERR2851793Aligned.sortedByCoord.out.bam","SeuratProject",1763648,7621,"marmoset","newworld","primate","PGC_CS6","2","2"
"ERR2851794Aligned.sortedByCoord.out.bam","SeuratProject",2853691,7675,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851795Aligned.sortedByCoord.out.bam","SeuratProject",2473688,11764,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851796Aligned.sortedByCoord.out.bam","SeuratProject",1388219,15458,"marmoset","newworld","primate","Gland_CS7","3","3"
"ERR2851797Aligned.sortedByCoord.out.bam","SeuratProject",863444,7301,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851798Aligned.sortedByCoord.out.bam","SeuratProject",1085603,8006,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851799Aligned.sortedByCoord.out.bam","SeuratProject",1523845,6279,"marmoset","newworld","primate","VE_CS6","9","9"
"ERR2851800Aligned.sortedByCoord.out.bam","SeuratProject",2093059,10316,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851801Aligned.sortedByCoord.out.bam","SeuratProject",1145965,15949,"marmoset","newworld","primate","Gland_CS7","3","3"
"ERR2851802Aligned.sortedByCoord.out.bam","SeuratProject",621473,12609,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851803Aligned.sortedByCoord.out.bam","SeuratProject",637100,6571,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851804Aligned.sortedByCoord.out.bam","SeuratProject",1052857,8566,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851805Aligned.sortedByCoord.out.bam","SeuratProject",1763997,6547,"marmoset","newworld","primate","VE_CS6","9","9"
"ERR2851806Aligned.sortedByCoord.out.bam","SeuratProject",1613443,9004,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851809Aligned.sortedByCoord.out.bam","SeuratProject",565224,12363,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851810Aligned.sortedByCoord.out.bam","SeuratProject",859303,8214,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851811Aligned.sortedByCoord.out.bam","SeuratProject",1452332,9557,"marmoset","newworld","primate","ExMes_CS6","0","0"
"ERR2851812Aligned.sortedByCoord.out.bam","SeuratProject",983685,13132,"marmoset","newworld","primate","Myo_CS7","6","6"
"ERR2851813Aligned.sortedByCoord.out.bam","SeuratProject",888136,9958,"marmoset","newworld","primate","Tb_CS7","4","4"
"ERR2851815Aligned.sortedByCoord.out.bam","SeuratProject",2010197,7518,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851816Aligned.sortedByCoord.out.bam","SeuratProject",1835740,8423,"marmoset","newworld","primate","PGC_CS6","0","0"
"ERR2851817Aligned.sortedByCoord.out.bam","SeuratProject",761195,13490,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851818Aligned.sortedByCoord.out.bam","SeuratProject",1138434,11997,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851819Aligned.sortedByCoord.out.bam","SeuratProject",1634928,9601,"marmoset","newworld","primate","SYS_CS7","12","12"
"ERR2851821Aligned.sortedByCoord.out.bam","SeuratProject",1070371,5565,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851822Aligned.sortedByCoord.out.bam","SeuratProject",619592,12284,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851823Aligned.sortedByCoord.out.bam","SeuratProject",1217835,9231,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851824Aligned.sortedByCoord.out.bam","SeuratProject",959934,11518,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851825Aligned.sortedByCoord.out.bam","SeuratProject",1868176,7266,"marmoset","newworld","primate","SYS_CS7","12","12"
"ERR2851827Aligned.sortedByCoord.out.bam","SeuratProject",480341,6058,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851828Aligned.sortedByCoord.out.bam","SeuratProject",587827,10008,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851829Aligned.sortedByCoord.out.bam","SeuratProject",1678482,7130,"marmoset","newworld","primate","SYS_CS6","0","0"
"ERR2851830Aligned.sortedByCoord.out.bam","SeuratProject",573550,11890,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851832Aligned.sortedByCoord.out.bam","SeuratProject",1188103,9381,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851833Aligned.sortedByCoord.out.bam","SeuratProject",673007,8240,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851834Aligned.sortedByCoord.out.bam","SeuratProject",307843,11726,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851835Aligned.sortedByCoord.out.bam","SeuratProject",1103925,8947,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851837Aligned.sortedByCoord.out.bam","SeuratProject",1123288,9125,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851838Aligned.sortedByCoord.out.bam","SeuratProject",209030,9634,"marmoset","newworld","primate","Gland_CS5","6","6"
"ERR2851839Aligned.sortedByCoord.out.bam","SeuratProject",607420,11096,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851840Aligned.sortedByCoord.out.bam","SeuratProject",1729910,8642,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851842Aligned.sortedByCoord.out.bam","SeuratProject",896010,13649,"marmoset","newworld","primate","Gland_CS7","3","3"
"ERR2851843Aligned.sortedByCoord.out.bam","SeuratProject",449281,12897,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851844Aligned.sortedByCoord.out.bam","SeuratProject",1454350,8857,"marmoset","newworld","primate","SYS_CS7","12","12"
"ERR2851845Aligned.sortedByCoord.out.bam","SeuratProject",241567,9472,"marmoset","newworld","primate","Gland_CS5","6","6"
"ERR2851846Aligned.sortedByCoord.out.bam","SeuratProject",707931,8539,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851847Aligned.sortedByCoord.out.bam","SeuratProject",2180407,8163,"marmoset","newworld","primate","PGC_CS6","0","0"
"ERR2851848Aligned.sortedByCoord.out.bam","SeuratProject",1623208,7559,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851849Aligned.sortedByCoord.out.bam","SeuratProject",298658,12040,"marmoset","newworld","primate","Gland_CS7","3","3"
"ERR2851850Aligned.sortedByCoord.out.bam","SeuratProject",481502,12072,"marmoset","newworld","primate","Gland_CS7","3","3"
"ERR2851851Aligned.sortedByCoord.out.bam","SeuratProject",603845,8182,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851852Aligned.sortedByCoord.out.bam","SeuratProject",519247,12464,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851853Aligned.sortedByCoord.out.bam","SeuratProject",600470,10421,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851854Aligned.sortedByCoord.out.bam","SeuratProject",764817,7281,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851855Aligned.sortedByCoord.out.bam","SeuratProject",2615793,7409,"marmoset","newworld","primate","VE_CS6","9","9"
"ERR2851856Aligned.sortedByCoord.out.bam","SeuratProject",552763,8749,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851857Aligned.sortedByCoord.out.bam","SeuratProject",263722,11725,"marmoset","newworld","primate","Gland_CS7","3","3"
"ERR2851859Aligned.sortedByCoord.out.bam","SeuratProject",389739,7461,"marmoset","newworld","primate","SYS_CS7","15","15"
"ERR2851861Aligned.sortedByCoord.out.bam","SeuratProject",608943,5632,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851862Aligned.sortedByCoord.out.bam","SeuratProject",145878,10523,"marmoset","newworld","primate","Gland_CS5","3","3"
"ERR2851863Aligned.sortedByCoord.out.bam","SeuratProject",2727175,11158,"marmoset","newworld","primate","Tb_CS7","6","6"
"ERR2851864Aligned.sortedByCoord.out.bam","SeuratProject",1080833,9417,"marmoset","newworld","primate","SYS_CS7","12","12"
"ERR2851866Aligned.sortedByCoord.out.bam","SeuratProject",686117,5486,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851867Aligned.sortedByCoord.out.bam","SeuratProject",1409767,7319,"marmoset","newworld","primate","SYS_CS6","0","0"
"ERR2851870Aligned.sortedByCoord.out.bam","SeuratProject",375525,7728,"marmoset","newworld","primate","SYS_CS7","12","12"
"ERR2851872Aligned.sortedByCoord.out.bam","SeuratProject",223258,4521,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851873Aligned.sortedByCoord.out.bam","SeuratProject",423526,14046,"marmoset","newworld","primate","EmDisc_CS6","2","2"
"ERR2851876Aligned.sortedByCoord.out.bam","SeuratProject",206880,11791,"marmoset","newworld","primate","ExMes_CS7","6","6"
"ERR2851878Aligned.sortedByCoord.out.bam","SeuratProject",432738,7257,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851882Aligned.sortedByCoord.out.bam","SeuratProject",841088,10523,"marmoset","newworld","primate","ExMes_CS7","0","0"
"ERR2851883Aligned.sortedByCoord.out.bam","SeuratProject",501283,8045,"marmoset","newworld","primate","Tb_CS7","4","4"
"ERR2851885Aligned.sortedByCoord.out.bam","SeuratProject",959365,5039,"marmoset","newworld","primate","Am_CS6","0","0"
"ERR2851886Aligned.sortedByCoord.out.bam","SeuratProject",436153,7919,"marmoset","newworld","primate","Tb_CS7","4","4"
"ERR2851887Aligned.sortedByCoord.out.bam","SeuratProject",1200366,13407,"marmoset","newworld","primate","Gland_CS7","6","6"
