"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLIN2",3.21476507235726e-09,0.340205274514016,1,0.731,0.000103910851433804,"5","PLIN2"
"COG2",3.32662998432669e-09,0.305996609368493,0.968,0.694,0.000107526660983392,"5","COG2"
"RPL22L1",3.40618422100652e-09,0.283492569492837,1,0.926,0.000110098092575594,"5","RPL22L1"
"GLUL1",3.42868222465967e-09,0.397622385472264,1,0.853,0.000110825295547674,"5","GLUL"
"CHDH",3.43251162135451e-09,0.312759072164349,0.742,0.364,0.000110949073137042,"5","CHDH"
"ENSCJAG000000096721",3.62207037104897e-09,0.280380899745909,1,0.999,0.000117076180603416,"5","ENSCJAG00000009672"
"POP5",3.71999764879323e-09,0.284030355441986,1,0.786,0.000120241484001943,"5","POP5"
"TSFM",4.00647239874481e-09,0.271942192187057,0.984,0.654,0.000129501207344628,"5","TSFM"
"ABCF3",4.20439989801694e-09,0.316831577469884,1,0.705,0.000135898817903602,"5","ABCF3"
"POLR2G1",4.21854462510737e-09,0.30589379843593,1,0.855,0.000136356017917346,"5","POLR2G"
"PRELID1",4.22686911146839e-09,0.332561267525665,1,0.89,0.000136625090289993,"5","PRELID1"
"ZFAND2A",4.51138515885398e-09,0.2589792932715,1,0.81,0.000145821502489637,"5","ZFAND2A"
"ALG5",4.69467899115613e-09,0.258514517300448,0.984,0.74,0.000151746109031139,"5","ALG5"
"WDR1",4.90402145412983e-09,0.384394130415067,1,0.922,0.000158512685461839,"5","WDR1"
"NCBP2-AS2",5.03484110093089e-09,0.287432954829505,0.952,0.712,0.000162741168905389,"5","NCBP2-AS2"
"TDP1",5.27483638172183e-09,0.261853418457894,0.887,0.542,0.000170498536366395,"5","TDP1"
"DDX39B",5.28094352833367e-09,0.357578501408069,1,0.964,0.000170695937666329,"5","DDX39B"
"CTBS",5.3067158611028e-09,0.259702716332948,0.984,0.625,0.000171528976778426,"5","CTBS"
"AP4M1",5.36170811773117e-09,0.272281920305717,0.887,0.577,0.000173306491489425,"5","AP4M1"
"MRPL9",5.47160606287265e-09,0.318911403307998,1,0.862,0.000176858722770233,"5","MRPL9"
"ALG3",6.00783654070765e-09,0.285299325726314,1,0.728,0.000194191300505293,"5","ALG3"
"NDUFS3",6.23719817621358e-09,0.355185245739075,1,0.945,0.000201604956649751,"5","NDUFS3"
"RPAP1",6.43484514516064e-09,0.254806427344827,0.968,0.758,0.000207993499627027,"5","RPAP1"
"NSDHL",6.45772670451252e-09,0.422636088575113,0.984,0.744,0.000208733100269958,"5","NSDHL"
"TMEM201",6.72728849289827e-09,0.256702717982214,0.968,0.704,0.000217446145955951,"5","TMEM201"
"BOLA11",7.07407225875987e-09,0.310812468782921,0.984,0.677,0.000228655237619895,"5","BOLA1"
"FEN1",7.08701087455187e-09,0.275377118468203,0.887,0.51,0.00022907345249814,"5","FEN1"
"ENSCJAG00000018732",7.19153487543475e-09,0.42915798795552,1,0.93,0.000232451981778678,"5","ENSCJAG00000018732"
"AGTRAP",7.47690825316633e-09,0.290244300189355,0.984,0.736,0.000241676105467095,"5","AGTRAP"
"NOP581",7.50681816975256e-09,0.307601245716867,1,0.971,0.000242642883700912,"5","NOP58"
"GUK1",7.99217001234688e-09,0.296154137823772,1,0.949,0.000258330911309088,"5","GUK1"
"GOSR2",8.07417159117196e-09,0.281395945481544,1,0.73,0.000260981448341451,"5","GOSR2"
"GARS",8.19665997809243e-09,0.408283121288474,0.984,0.797,0.000264940640471882,"5","GARS"
"HARS2",8.33198520942434e-09,0.333434337429077,1,0.755,0.000269314757924223,"5","HARS2"
"TUBB",8.67233134093382e-09,0.403659185072486,1,0.98,0.000280315765933004,"5","TUBB"
"GOT1",8.81732840536948e-09,0.336511750870438,0.984,0.716,0.000285002506046758,"5","GOT1"
"USP5",8.99832586130603e-09,0.283215627699642,0.952,0.716,0.000290852886814995,"5","USP5"
"MTA2",9.23892004763568e-09,0.254075137219442,0.952,0.74,0.000298629612699728,"5","MTA2"
"ERGIC3",9.78048292775896e-09,0.302614406690881,1,0.957,0.000316134549673953,"5","ERGIC3"
"TTC1",9.85542445872031e-09,0.275790919549081,0.984,0.71,0.000318556884779217,"5","TTC1"
"E2F4",1.03881390734179e-08,0.329501620688966,1,0.805,0.000335775819270088,"5","E2F4"
"ENSCJAG00000007842",1.04543583511523e-08,0.305100216443779,1,0.907,0.000337916224984294,"5","ENSCJAG00000007842"
"NME1-NME2",1.06017111346185e-08,0.324561237516585,1,0.992,0.000342679109004272,"5","NME1-NME2"
"TMED31",1.07866208456473e-08,0.345676233951822,1,0.949,0.000348655945593859,"5","TMED3"
"AGA",1.09508810287302e-08,0.298456885958386,1,0.782,0.000353965327491646,"5","AGA"
"KLHDC4",1.12062478157609e-08,0.320487770323151,0.935,0.648,0.00036221954814884,"5","KLHDC4"
"MAP2K2",1.12303228856716e-08,0.279192172250414,0.984,0.851,0.000362997726633564,"5","MAP2K2"
"SDHA",1.13412748656399e-08,0.34273460992471,1,0.835,0.000366584027482077,"5","SDHA"
"TXLNA",1.14097739922165e-08,0.285061015868622,0.968,0.737,0.000368798124750416,"5","TXLNA"
"ASPSCR1",1.18355987752529e-08,0.332130702931406,0.935,0.745,0.000382562059212498,"5","ASPSCR1"
"SLC16A31",1.24955467130535e-08,0.336005720245429,1,0.702,0.000403893556406027,"5","SLC16A3"
"ACO2",1.26049317772503e-08,0.350095353474953,0.984,0.827,0.000407429209836061,"5","ACO2"
"SPR",1.26996312302858e-08,0.358066307774827,0.935,0.679,0.000410490180256528,"5","SPR"
"ENSCJAG00000036715",1.27325195793044e-08,0.292500705218459,0.984,0.628,0.000411553230361856,"5","ENSCJAG00000036715"
"RBM14",1.34834877615738e-08,0.287517421931109,1,0.973,0.00043582677491735,"5","RBM14"
"EMC6",1.40713863446275e-08,0.256960893667702,1,0.852,0.000454829420817395,"5","EMC6"
"WDR74",1.46690728536593e-08,0.298111350095235,1,0.839,0.000474148441848829,"5","WDR74"
"USP39",1.47998026017164e-08,0.286297809070143,1,0.842,0.000478374019495281,"5","USP39"
"NDUFA131",1.48669139516486e-08,0.262046209763405,1,0.972,0.000480543259659136,"5","NDUFA13"
"PLEKHB2",1.55790238589712e-08,0.314257876358244,0.984,0.846,0.000503560788193526,"5","PLEKHB2"
"ZNF622",1.5708782631419e-08,0.300614242322111,0.935,0.598,0.000507754980995357,"5","ZNF622"
"PIGC",1.60813182109202e-08,0.32806885619583,0.871,0.621,0.000519796448531574,"5","PIGC"
"PRMT5",1.66296370258059e-08,0.379655136616785,1,0.93,0.000537519757585125,"5","PRMT5"
"SF3B3",1.67212617918734e-08,0.351448535154293,1,0.889,0.000540481344898725,"5","SF3B3"
"RFWD21",1.69150818156664e-08,0.278734447364084,0.984,0.768,0.000546746189527785,"5","RFWD2"
"SRM",1.70673826521877e-08,0.281262368910124,1,0.809,0.000551669009466663,"5","SRM"
"RIDA",1.74625393107014e-08,0.312213670508404,1,0.841,0.000564441658139802,"5","RIDA"
"AC104452.1",1.79549350345504e-08,0.32458693717613,0.984,0.79,0.000580357365121771,"5","AC104452.1"
"CDCA8",1.7977844200103e-08,0.325345036848734,0.984,0.733,0.000581097858079929,"5","CDCA8"
"NECTIN2",1.84192266212444e-08,0.290152950089417,1,0.832,0.000595364662078481,"5","NECTIN2"
"ENSCJAG00000032668",1.94567335617134e-08,0.317876006299204,1,0.932,0.000628899998915264,"5","ENSCJAG00000032668"
"MTMR14",1.99372458160688e-08,0.264663722502882,0.952,0.661,0.00064443159651279,"5","MTMR14"
"GCSH",2.00353991498413e-08,0.356270421813839,1,0.94,0.00064760420672032,"5","GCSH"
"RRP1B",2.04989382499704e-08,0.265582754931033,1,0.897,0.000662587181053792,"5","RRP1B"
"EDEM1",2.24727316390728e-08,0.308716953690842,1,0.818,0.000726386104769751,"5","EDEM1"
"DDX27",2.28587657948313e-08,0.269313695944606,0.984,0.75,0.000738863886786334,"5","DDX27"
"ELF1",2.61840989386918e-08,0.266869834200794,0.968,0.68,0.000846348629995336,"5","ELF1"
"AC012184.2",2.67976955828205e-08,0.26524660952519,1,0.869,0.000866181914323507,"5","AC012184.2"
"FAU",2.73248527941411e-08,0.280246836259284,1,0.999,0.000883221216865021,"5","FAU"
"ORC1",2.75996760955314e-08,0.34756916917971,0.968,0.587,0.000892104330435863,"5","ORC1"
"VPS18",2.90864585103519e-08,0.279797980424374,0.919,0.666,0.000940161598430105,"5","VPS18"
"ACAT1",3.1909958355165e-08,0.276799242145332,0.984,0.872,0.001031425583914,"5","ACAT1"
"MYO61",3.19651445357746e-08,0.274632347588285,1,0.908,0.00103320936682984,"5","MYO6"
"DNAJC11",3.37860512859404e-08,0.261160933281974,0.984,0.651,0.00109206653571545,"5","DNAJC11"
"GTF3C5",3.44326697932117e-08,0.300593374263549,0.968,0.759,0.00111296718572598,"5","GTF3C5"
"ENSCJAG000000124131",3.49421906405877e-08,0.293681308907574,1,0.934,0.00112943642807572,"5","ENSCJAG00000012413"
"407871",3.53811190019839e-08,0.298087254457859,1,0.935,0.00114362390950112,"5","40787"
"ENSCJAG000000130231",3.66449274202851e-08,0.383984781856441,0.855,0.463,0.00118447398900587,"5","ENSCJAG00000013023"
"DHRS1",3.79234056440517e-08,0.259656422879102,0.952,0.691,0.00122579824063268,"5","DHRS1"
"UROD",3.9852069136698e-08,0.32272659440783,1,0.907,0.00128813843070549,"5","UROD"
"ENSCJAG000000084831",4.08536290603555e-08,0.320502833760054,1,0.874,0.00132051185211787,"5","ENSCJAG00000008483"
"GLMP",4.09876235261787e-08,0.259715551987427,1,0.777,0.00132484295523667,"5","GLMP"
"GORASP1",4.12185114093847e-08,0.26035332068273,0.919,0.636,0.00133230594428554,"5","GORASP1"
"ENSCJAG00000021267",4.3178519260522e-08,0.268020185900266,1,0.985,0.00139565927805785,"5","ENSCJAG00000021267"
"FAM32A",4.36262330421771e-08,0.264805485787206,1,0.871,0.00141013073062229,"5","FAM32A"
"ATP5F1",4.37202256162083e-08,0.347417248061153,1,0.939,0.0014131688525927,"5","ATP5F1"
"SNRPD3",4.45625134538329e-08,0.28671351317596,1,0.945,0.00144039412236824,"5","SNRPD3"
"POU5F11",4.4837070234323e-08,0.384441643433619,1,0.759,0.00144926862118402,"5","POU5F1"
"DDX56",4.58267337882681e-08,0.360112467205785,0.984,0.824,0.00148125751623819,"5","DDX56"
"CORO1C",4.64571840366398e-08,0.332113659079403,1,0.909,0.00150163555961631,"5","CORO1C"
"C18orf8",4.91109814137112e-08,0.290124052135972,0.952,0.633,0.00158741425223539,"5","C18orf8"
"TUBA4A1",5.06172742144294e-08,0.460363320203344,0.984,0.71,0.001636102154433,"5","TUBA4A"
"GMPR2",5.11773913393015e-08,0.334559434356757,0.984,0.793,0.00165420682026024,"5","GMPR2"
