,V1,V2,V3,V4
X3536STDY8494283Aligned.sortedByCoord.out.bam,E25B_37_T,CS7,Tb_CS7,1
X3536STDY8494285Aligned.sortedByCoord.out.bam,E25B_50_R,CS7,ReStroma_CS7,1
X3536STDY8494286Aligned.sortedByCoord.out.bam,E25B_50_AD,CS7,Oviduct_CS7,1
X3536STDY8494289Aligned.sortedByCoord.out.bam,E25A_138_J,CS7,Gland_CS7_Mix,1
X3536STDY8494290Aligned.sortedByCoord.out.bam,E25B_37_I,CS7,ReStroma_CS7,1
X3536STDY8494291Aligned.sortedByCoord.out.bam,E25B_37_U,CS7,F_CS7,1
X3536STDY8494293Aligned.sortedByCoord.out.bam,E25B_50_S,CS7,Stroma_CS7,1
X3536STDY8494294Aligned.sortedByCoord.out.bam,E25B_50_AE,CS7,ReStroma_CS7,1
X3536STDY8494297Aligned.sortedByCoord.out.bam,E25A_138_K,CS7,Gland_CS7,1
X3536STDY8494298Aligned.sortedByCoord.out.bam,E25B_37_J,CS7,ReStroma_CS7,1
X3536STDY8494299Aligned.sortedByCoord.out.bam,E25B_37_V,CS7,ReStroma_CS7,1
X3536STDY8494304Aligned.sortedByCoord.out.bam,E25A_138_A,CS7,Tb_CS7_ExMes,1
X3536STDY8494305Aligned.sortedByCoord.out.bam,E25A_138_L,CS7,Gland_CS7,1
X3536STDY8494307Aligned.sortedByCoord.out.bam,E25B_37_W,CS7,Tb_CS7,1
X3536STDY8494312Aligned.sortedByCoord.out.bam,E25A_138_B,CS7,Tb_CS7,1
X3536STDY8494314Aligned.sortedByCoord.out.bam,E25B_37_L,CS7,ReStroma_CS7,1
X3536STDY8494315Aligned.sortedByCoord.out.bam,E25B_37_X,CS7,ReStroma_CS7,1
X3536STDY8494316Aligned.sortedByCoord.out.bam,E25B_50_J,CS7,SYS_CS7,1
X3536STDY8494317Aligned.sortedByCoord.out.bam,E25B_50_V,CS7,Stroma_CS7,1
X3536STDY8494321Aligned.sortedByCoord.out.bam,E25A_138_N,CS7,Tb_CS7,1
X3536STDY8494322Aligned.sortedByCoord.out.bam,E25D_109_A,CS7,ExMes_stalk_CS7,1
X3536STDY8494323Aligned.sortedByCoord.out.bam,E25D_109_M,CS7,Tb_CS7_ExMes,1
X3536STDY8494326Aligned.sortedByCoord.out.bam,E25D_109_AW,CS7,Am_CS7,1
X3536STDY8494330Aligned.sortedByCoord.out.bam,E25D_109_B,CS7,ExMes_stalk_CS7,1
X3536STDY8494331Aligned.sortedByCoord.out.bam,E25D_109_N,CS7,Tb_CS7,1
X3536STDY8494334Aligned.sortedByCoord.out.bam,E25D_109_AX,CS7,Am_CS7,1
X3536STDY8494338Aligned.sortedByCoord.out.bam,E25D_109_C,CS7,ExMes_stalk_CS7,1
X3536STDY8494339Aligned.sortedByCoord.out.bam,E25D_109_O,CS7,Tb_CS7,1
X3536STDY8494340Aligned.sortedByCoord.out.bam,E25D_109_AA,CS7,Am_CS7,1
X3536STDY8494341Aligned.sortedByCoord.out.bam,E25D_109_AM,CS7,Am_CS7,1
X3536STDY8494346Aligned.sortedByCoord.out.bam,E25D_109_D,CS7,ExMes_stalk_CS7,1
X3536STDY8494347Aligned.sortedByCoord.out.bam,E25D_109_P,CS7,Tb_CS7,1
X3536STDY8494350Aligned.sortedByCoord.out.bam,E25D_109_AZ,CS7,Am_CS7,1
X3536STDY8494354Aligned.sortedByCoord.out.bam,E25D_109_E,CS7,ExMes_stalk_CS7,1
X3536STDY8494355Aligned.sortedByCoord.out.bam,E25D_109_Q,CS7,Tb_CS7,1
X3536STDY8494357Aligned.sortedByCoord.out.bam,E25D_109_AO,CS7,Am_CS7,1
X3536STDY8494358Aligned.sortedByCoord.out.bam,E25D_109_BA,CS7,Am_CS7,1
X3536STDY8494363Aligned.sortedByCoord.out.bam,E25D_109_R,CS7,Tb_CS7,1
X3536STDY8494371Aligned.sortedByCoord.out.bam,E25D_109_S,CS7,Am_CS7,1
X3536STDY8494378Aligned.sortedByCoord.out.bam,E25D_109_H,CS7,ExMes_stalk_CS7,1
X3536STDY8494379Aligned.sortedByCoord.out.bam,E25D_109_T,CS7,Am_CS7,1
X3536STDY8494381Aligned.sortedByCoord.out.bam,E25D_109_AR,CS7,Am_CS7,1
X3536STDY8494382Aligned.sortedByCoord.out.bam,E25D_109_BD,CS7,Am_CS7,1
X3536STDY8494386Aligned.sortedByCoord.out.bam,E25D_109_I,CS7,ExMes_stalk_CS7,1
X3536STDY8494389Aligned.sortedByCoord.out.bam,E25D_109_AS,CS7,Am_CS7,1
X3536STDY8494394Aligned.sortedByCoord.out.bam,E25D_109_J,CS7,ExMes_stalk_CS7,1
X3536STDY8494395Aligned.sortedByCoord.out.bam,E25D_109_V,CS7,ExMes_stalk_CS7,1
X3536STDY8494397Aligned.sortedByCoord.out.bam,E25D_109_AT,CS7,Am_CS7,1
X3536STDY8494404Aligned.sortedByCoord.out.bam,E25D_109_AI,CS7,Am_CS7,1
X3536STDY8494410Aligned.sortedByCoord.out.bam,E25D_109_L,CS7,ExMes_stalk_CS7,1
SLX.20304.i715_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AK,CS5,ExMes_CS5_Tb,1
SLX.20304.i715_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_O,CS6,EmDisc_CS6,1
SLX.20304.i715_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_AA,CS6,EmDisc_CS6,1
SLX.20304.i715_i506.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_O,CS7,Am_CS7,1
SLX.20304.i715_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_L,CS5,VE_CS5,1
SLX.20304.i715_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_C,CS7,EmDisc_CS7,1
SLX.20304.i715_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_C,CS6,ExMes_CS6,1
SLX.20304.i715_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_AA,CS7,Stalk_CS7,1
SLX.20304.i714_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_Z,CS6,Am_CS6,1
SLX.20304.i714_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_K,CS5,VE_CS5,1
SLX.20304.i712_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_V,CS5,EmDisc_CS5_VE,1
SLX.20304.i714_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_Z,CS7,ExMes_CS7_Am,1
SLX.20304.i714_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_B,CS7,EmDisc_CS7,1
SLX.20304.i714_i506.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_N,CS7,SYS_CS7,1
SLX.20304.i714_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_N,CS6,EmDisc_CS6,1
SLX.20304.i714_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_W,CS5,EmDisc_CS5,1
SLX.20304.i712_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_M,CS6,EmDisc_CS6,1
SLX.20304.i712_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_Y,CS6,EmDisc_CS6,1
SLX.20304.i712_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_A,CS6,Tb_CS6_Stroma,1
SLX.20304.i712_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_Y,CS7,ExMes_CS7,1
SLX.20304.i712_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_A,CS7,EmDisc_CS7_Am,1
SLX.20304.i712_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_J,CS5,VE_CS5,1
SLX.20304.i711_i506.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_L,CS7,SYS_CS7,1
SLX.20304.i711_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_X,CS7,EmDisc_CS7,1
SLX.20304.i711_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_AJ,CS7,VE_CS7_EmDisc,1
SLX.20304.i711_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_L,CS6,VE_CS6,1
SLX.20304.i711_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_X,CS6,ExMes_CS6,1
SLX.20304.i711_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AT,CS5,ExMes_CS5,1
SLX.20304.i711_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_U,CS5,EmDisc_CS5,1
SLX.20304.i711_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_I,CS5,F_CS5,1
SLX.20304.i710_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_W,CS7,EmDisc_CS7,1
SLX.20304.i710_i506.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_K,CS7,Am_CS7,1
SLX.20304.i710_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_T,CS5,Am_CS5_ExMes_PGC,1
SLX.20304.i710_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_W,CS6,EmDisc_CS6,1
SLX.20304.i710_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_H,CS5,EmDisc_CS5,1
SLX.20304.i710_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_K,CS6,Stalk_CS6,1
SLX.20304.i710_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AS,CS5,ExMes_CS5_Tb,1
SLX.20304.i707_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_V,CS6,ExMes_CS6,1
SLX.20304.i707_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_G,CS5,Am_CS5_PGC,1
SLX.20304.i707_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_V,CS7,Am_CS7,1
SLX.20304.i707_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_S,CS5,EmDisc_CS5,1
SLX.20304.i707_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AR,CS5,Tb_CS5,1
SLX.20304.i707_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_J,CS6,Am_CS6,1
SLX.20304.i706_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_U,CS7,Am_CS7,1
SLX.20304.i706_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_F,CS5,Am_CS5_PGC,1
SLX.20304.i706_i506.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_I,CS7,Am_CS7,1
SLX.20304.i706_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_I,CS6,Am_CS6,1
SLX.20304.i706_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_R,CS5,EmDisc_CS5_VE,1
SLX.20304.i706_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AQ,CS5,Tb_CS5,1
SLX.20304.i705_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_Q,CS5,EmDisc_CS5,1
SLX.20304.i705_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_H,CS6,Am_CS6_ExMes,1
SLX.20304.i705_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_T,CS6,EmDisc_CS6,1
SLX.20304.i705_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_T,CS7,ExMes_CS7,1
SLX.20304.i705_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_AF,CS7,ExMes_CS7_Am,1
SLX.20304.i705_i506.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_H,CS7,Am_CS7,1
SLX.20304.i705_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AP,CS5,Tb_CS5,1
SLX.20304.i705_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_E,CS5,Am_CS5,1
SLX.20304.i704_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_AE,CS7,Am_CS7,1
SLX.20304.i704_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_G,CS6,Am_CS6,1
SLX.20304.i704_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_S,CS6,EmDisc_CS6,1
SLX.20304.i704_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AO,CS5,SYS_CS5,1
SLX.20304.i704_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_D,CS5,VE_CS5,1
SLX.20304.i703_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_R,CS6,EmDisc_CS6,1
SLX.20304.i704_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_P,CS5,VE_CS5,1
SLX.20304.i703_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_R,CS7,Am_CS7,1
SLX.20304.i703_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_F,CS6,Am_CS6,1
SLX.20304.i703_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AN,CS5,Am_CS5_PGC,1
SLX.20304.i703_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_C,CS5,VE_CS5,1
SLX.20304.i703_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_O,CS5,VE_CS5,1
SLX.20304.i702_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_Q,CS6,EmDisc_CS6,1
SLX.20304.i702_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_Q,CS7,ExMes_CS7,1
SLX.20304.i702_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_AC,CS7,ExMes_CS7,1
SLX.20304.i702_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_E,CS6,Am_CS6,1
SLX.20304.i702_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_N,CS5,VE_CS5,1
SLX.20304.i702_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AM,CS5,Am_CS5_PGC_ExMes,1
SLX.20304.i702_i502.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_B,CS5,ExMes_CS5_Tb,1
SLX.20304.i701_i508.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_AB,CS7,ExMes_CS7,1
SLX.20304.i701_i506.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_D,CS7,EmDisc_CS7_VE,1
SLX.20304.i701_i503.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_M,CS5,VE_CS5,1
SLX.20304.i701_i510.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_D,CS6,ExMes_CS6_Am,1
SLX.20304.i701_i505.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15B_198_AL,CS5,ExMes_CS5_SYS,1
SLX.20304.i701_i511.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_206_P,CS6,EmDisc_CS6,1
SLX.20304.i701_i507.H3FMJDRXY.s_2.rAligned.sortedByCoord.out.bam,E25D_209_P,CS7,Am_CS7,1
SLX.20306.i715_i502.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_L,CS6,ExMes_CS6_Tb,1
SLX.20306.i715_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AM,CS6,Am_CS6_ExMes,1
SLX.20306.i715_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AV,CS6,ExMes_CS6,1
SLX.20306.i715_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AJ,CS6,ExMes_CS6_Am,1
SLX.20306.i715_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_208_AV,CS6,Tb_CS6_ReStroma,1
SLX.20306.i715_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_X,CS6,EmDisc_CS6,1
SLX.20306.i715_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_L,CS6,ExMes_CS6_Am,1
SLX.20306.i714_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_K,CS6,Am_CS6,1
SLX.20306.i714_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_K,CS6,ExMes_CS6_Am,1
SLX.20306.i714_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AI,CS6,ExMes_CS6,1
SLX.20306.i714_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_W,CS6,EmDisc_CS6,1
SLX.20306.i714_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AU,CS6,ExMes_CS6,1
SLX.20306.i714_i502.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_K,CS6,Tb_CS6_ReStroma,1
SLX.20306.i714_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_208_AU,CS6,ExMes_CS6_Tb,1
SLX.20306.i714_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AL,CS6,Tb_CS6,1
SLX.20306.i712_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_J,CS6,Am_CS6_EmDisc,1
SLX.20306.i712_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AT,CS6,SYS_CS6,1
SLX.20306.i712_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AH,CS6,EmDisc_CS6,1
SLX.20306.i712_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_V,CS6,EmDisc_CS6,1
SLX.20306.i712_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_J,CS6,ExMes_CS6,1
SLX.20306.i712_i502.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_J,CS6,Tb_CS6_ReStroma,1
SLX.20306.i711_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_I,CS6,EmDisc_CS6_Gast,1
SLX.20306.i712_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AK,CS6,Tb_CS6,1
SLX.20306.i711_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AG,CS6,EmDisc_CS6,1
SLX.20306.i711_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AS,CS6,SYS_CS6,1
SLX.20306.i711_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_U,CS6,Am_CS6,1
SLX.20306.i711_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_U,CS6,Tb_CS6,1
SLX.20306.i711_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AV,CS6,ExMes_CS6,1
SLX.20306.i711_i502.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_I,CS6,Tb_CS6,1
SLX.20306.i710_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_H,CS6,EmDisc_CS6,1
SLX.20306.i710_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AF,CS6,VE_CS6,1
SLX.20306.i710_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AR,CS6,SYS_CS6,1
SLX.20306.i710_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_T,CS6,Am_CS6_EmDisc,1
SLX.20306.i707_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AQ,CS6,SYS_CS6_ExMes,1
SLX.20306.i710_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_H,CS6,Am_CS6,1
SLX.20306.i710_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AU,CS6,ExMes_CS6,1
SLX.20306.i707_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_G,CS6,EmDisc_CS6,1
SLX.20306.i707_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AE,CS6,VE_CS6,1
SLX.20306.i707_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AT,CS6,Tb_CS6,1
SLX.20306.i707_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_S,CS6,EmDisc_CS6_Gast,1
SLX.20306.i706_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AD,CS6,EmDisc_CS6_VE,1
SLX.20306.i706_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_F,CS6,EmDisc_CS6,1
SLX.20306.i706_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_R,CS6,ExMes_CS6_Am_EmDisc,1
SLX.20306.i706_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_F,CS6,EmDisc_CS6,1
SLX.20306.i706_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_R,CS6,ExMes_CS6,1
SLX.20306.i705_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AO,CS6,SYS_CS6_ExMes,1
SLX.20306.i705_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_Q,CS6,ExMes_CS6_Am_EmDisc,1
SLX.20306.i705_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AC,CS6,EmDisc_CS6,1
SLX.20306.i705_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_E,CS6,EmDisc_CS6,1
SLX.20306.i705_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AR,CS6,ExMes_CS6_ReStroma,1
SLX.20306.i704_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AB,CS6,VE_CS6,1
SLX.20306.i704_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AN,CS6,SYS_CS6,1
SLX.20306.i704_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_D,CS6,ExMes_CS6_Tb,1
SLX.20306.i704_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_D,CS6,EmDisc_CS6,1
SLX.20306.i704_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_P,CS6,ExMes_CS6_Am_EmDisc,1
SLX.20306.i704_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AQ,CS6,EmDisc_CS6,1
SLX.20306.i704_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_P,CS6,ExMes_CS6,1
SLX.20306.i703_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_C,CS6,EmDisc_CS6,1
SLX.20306.i703_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AA,CS6,SYS_CS6_EmDisc,1
SLX.20306.i703_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_C,CS6,ExMes_CS6,1
SLX.20306.i703_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AM,CS6,SYS_CS6,1
SLX.20306.i703_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AP,CS6,PGC_CS6,1
SLX.20306.i703_i503.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_O,CS6,ExMes_CS6,1
SLX.20306.i702_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AL,CS6,EmDisc_CS6_VE,1
SLX.20306.i702_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_Z,CS6,SYS_CS6,1
SLX.20306.i702_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_N,CS6,ExMes_CS6_Am,1
SLX.20306.i702_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_B,CS6,EmDisc_CS6_VE,1
SLX.20306.i702_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_B,CS6,Tb_CS6,1
SLX.20306.i702_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AO,CS6,Stalk_CS6,1
SLX.20306.i701_i510.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_AK,CS6,ExMes_CS6,1
SLX.20306.i701_i511.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_220_A,CS6,Tb_CS6,1
SLX.20306.i701_i508.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_Y,CS6,Stalk_CS6,1
SLX.20306.i701_i507.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_M,CS6,ExMes_CS6_Am,1
SLX.20306.i701_i506.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_210_A,CS6,Tb_CS6_ReStroma,1
SLX.20306.i701_i505.H3FMGDRXY.s_2.rAligned.sortedByCoord.out.bam,E15C1_198_AN,CS6,Tb_CS6,1
SLX.20305.i715_i511.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam,E15C1_208_AS,CS6,EmDisc_CS6,1
SLX.20305.i715_i510.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam,E15C1_208_AG,CS6,VE_CS6_ExMesSYS,1
SLX.20305.i715_i503.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam,E15C1_206_AL,CS6,VE_CS6,1
SLX.20305.i715_i508.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam,E15C1_208_U,CS6,Am_CS6,1
SLX.20305.i715_i506.H3FMGDRXY.s_1.rAligned.sortedByCoord.out.bam,E15C1_206_BJ,CS6,ExMes_CS6,1
