File,ID,CompID,CompID,Location,uLoc,EmbryoStage,EmbryoID,Carnegie Stage,Annotation,Annotation2,Annotation3,Order,Unique_Reads,%Mapped,%Mapped_to_annotation_base,%Mapped_to_annotation_5kbextended,%Mapped_to_annotation_1kbextended,QC,NoGenes,FinalAverage,All,vsCyno,Table,PreImp,vsCynoMin,PostImp,AllPImp,ForMapping,MapES,SpatialModelPlus,vsCynoClara,SpatialModelPlus2
CME25A7795952Aligned.sortedByCoord.out.bam,CME25A7795952,CME25A7795952,CME25A7795952,CL,ESC_primed_132,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,335,2673632,0.7741,0.582505474,0.647942565,0.616942851,1,9650,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795945Aligned.sortedByCoord.out.bam,CME25A7795945,CME25A7795945,CME25A7795945,CL,ESC_primed_133,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,339,1997562,0.7247,0.506201317,0.554212862,0.530073613,1,11465,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795937Aligned.sortedByCoord.out.bam,CME25A7795937,CME25A7795937,CME25A7795937,CL,ESC_primed_134,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,347,3559782,0.7592,0.553251228,0.627567767,0.593708192,1,10539,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795936Aligned.sortedByCoord.out.bam,CME25A7795936,CME25A7795936,CME25A7795936,CL,ESC_primed_135,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,348,3007820,0.7763,0.575548637,0.636585215,0.60535692,1,10914,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795928Aligned.sortedByCoord.out.bam,CME25A7795928,CME25A7795928,CME25A7795928,CL,ESC_primed_136,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,356,2805781,0.7996,0.598589049,0.657553123,0.627840784,1,10855,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795929Aligned.sortedByCoord.out.bam,CME25A7795929,CME25A7795929,CME25A7795929,CL,ESC_primed_137,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,357,2324398,0.7465,0.585729397,0.636280688,0.612318421,1,10877,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795921Aligned.sortedByCoord.out.bam,CME25A7795921,CME25A7795921,CME25A7795921,CL,ESC_primed_138,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,367,2672391,0.7587,0.566104153,0.634411358,0.602862182,1,11127,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795912Aligned.sortedByCoord.out.bam,CME25A7795912,CME25A7795912,CME25A7795912,CL,ESC_primed_139,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,372,2047866,0.7907,0.614213628,0.664703995,0.640453585,1,10992,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795913Aligned.sortedByCoord.out.bam,CME25A7795913,CME25A7795913,CME25A7795913,CL,ESC_primed_140,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,373,815180,0.6123,0.394421011,0.451295155,0.417788774,1,9848,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795905Aligned.sortedByCoord.out.bam,CME25A7795905,CME25A7795905,CME25A7795905,CL,ESC_primed_141,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,381,1944836,0.765,0.542975092,0.615270056,0.581314506,1,12426,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7795904Aligned.sortedByCoord.out.bam,CME25A7795904,CME25A7795904,CME25A7795904,CL,ESC_primed_142,NA,NA,CL,ESC_CMESC,ESC_primed,ESC_primed,382,2198388,0.6586,0.467310184,0.516853543,0.488996875,1,9944,1,0,0,1,0,0,0,0,0,1,1,1,1
CME25A7619454Aligned.sortedByCoord.out.bam,CME25A7619454,CME25A7619454,CME25A7619454,E25B_48_AJ,Gland_CS7_E25B_48_AJ,E25,E25B,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,383,2190647,0.7671,0.285967595,0.337526868,0.304799771,1,14019,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7619453Aligned.sortedByCoord.out.bam,CME25A7619453,CME25A7619453,CME25A7619453,E25B_48_X,Tb_CS7_E25B_48_X,E25,E25B,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,387,2528247,0.8167,0.273952196,0.341031817,0.3028371,1,11670,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619452Aligned.sortedByCoord.out.bam,CME25A7619452,CME25A7619452,CME25A7619452,E25B_48_L,SYS_CS7_E25B_48_L,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,389,2846760,0.6499,0.598723315,0.688090686,0.646705079,1,7703,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619444Aligned.sortedByCoord.out.bam,CME25A7619444,CME25A7619444,CME25A7619444,E25B_48_K,SYS_CS7_E25B_48_K,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,392,3767399,0.774,0.337505127,0.392206981,0.362444118,1,9362,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619446Aligned.sortedByCoord.out.bam,CME25A7619446,CME25A7619446,CME25A7619446,E25B_48_AI,ReStroma_CS7_E25B_48_AI,E25,E25B,CS7,ReStroma_CS7_,ReStroma_CS7,ReStroma_CS7,393,1718927,0.8447,0.164576947,0.214146087,0.182522387,1,13437,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7619447Aligned.sortedByCoord.out.bam,CME25A7619447,CME25A7619447,CME25A7619447,E25B_59_H,Gland_CS7_E25B_59_H,E25,E25B,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,395,955927,0.6939,0.25975531,0.302378209,0.275080441,1,11592,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7619439Aligned.sortedByCoord.out.bam,CME25A7619439,CME25A7619439,CME25A7619439,E25B_59_G,Gland_CS7_E25B_59_G,E25,E25B,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,399,1668958,0.8636,0.220772594,0.264318067,0.235478955,1,10739,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7619436Aligned.sortedByCoord.out.bam,CME25A7619436,CME25A7619436,CME25A7619436,E25B_48_J,SYS_CS7_E25B_48_J,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,402,2906032,0.739,0.26540495,0.33025151,0.294553635,1,8994,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619428Aligned.sortedByCoord.out.bam,CME25A7619428,CME25A7619428,CME25A7619428,E25B_48_I,SYS_CS7_E25B_48_I,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,414,2472628,0.5916,0.164009286,0.209586914,0.179721007,1,9633,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619422Aligned.sortedByCoord.out.bam,CME25A7619422,CME25A7619422,CME25A7619422,E25B_48_AF,Stroma_CS7_E25B_48_AF,E25,E25B,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,415,2458812,0.8217,0.167674424,0.213082149,0.184167248,1,6366,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7619420Aligned.sortedByCoord.out.bam,CME25A7619420,CME25A7619420,CME25A7619420,E25B_48_H,SYS_CS7_E25B_48_H,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,419,2212568,0.7001,0.1945379,0.249377068,0.216838033,1,9225,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619418Aligned.sortedByCoord.out.bam,CME25A7619418,CME25A7619418,CME25A7619418,4C,4-cell_CS2_1,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,420,4019898,0.8478,0.632919714,0.684125263,0.660992315,1,8639,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619414Aligned.sortedByCoord.out.bam,CME25A7619414,CME25A7619414,CME25A7619414,E25B_48_AE,Stroma_CS7_E25B_48_AE,E25,E25B,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,424,1651345,0.8717,0.27336277,0.316880885,0.289022649,1,14388,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7619410Aligned.sortedByCoord.out.bam,CME25A7619410,CME25A7619410,CME25A7619410,4C,4-cell_CS2_2,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,428,4104062,0.8659,0.659901668,0.709990022,0.68859806,1,8859,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619412Aligned.sortedByCoord.out.bam,CME25A7619412,CME25A7619412,CME25A7619412,E25B_48_G,SYS_CS7_E25B_48_G,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,431,3294671,0.7752,0.323467073,0.386721662,0.35273349,1,8870,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619407Aligned.sortedByCoord.out.bam,CME25A7619407,CME25A7619407,CME25A7619407,E25B_59_C,SYS_CS7_E25B_59_C,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,432,1883723,0.7682,0.342441362,0.422694375,0.386089556,1,6947,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619402Aligned.sortedByCoord.out.bam,CME25A7619402,CME25A7619402,CME25A7619402,4C,4-cell_CS2_3,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,433,2638083,0.8058,0.53844669,0.595121291,0.568894922,1,9575,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619406Aligned.sortedByCoord.out.bam,CME25A7619406,CME25A7619406,CME25A7619406,E25B_48_AD,Gland_CS7_E25B_48_AD,E25,E25B,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,434,2543716,0.8835,0.267802665,0.315670259,0.284742958,1,13501,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7619404Aligned.sortedByCoord.out.bam,CME25A7619404,CME25A7619404,CME25A7619404,E25B_48_F,SYS_CS7_E25B_48_F,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,435,883818,0.5275,0.52091137,0.608045483,0.560289339,1,5791,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619399Aligned.sortedByCoord.out.bam,CME25A7619399,CME25A7619399,CME25A7619399,E25B_59_B,SYS_CS7_E25B_59_B,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,439,1433275,0.8223,0.378124524,0.437660486,0.406360104,1,11181,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619396Aligned.sortedByCoord.out.bam,CME25A7619396,CME25A7619396,CME25A7619396,E25B_48_E,SYS_CS7_E25B_48_E,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,441,2988302,0.8149,0.108415118,0.153193623,0.123666664,1,9049,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619398Aligned.sortedByCoord.out.bam,CME25A7619398,CME25A7619398,CME25A7619398,E25B_48_AC,Gland_CS7_E25B_48_AC,E25,E25B,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,443,2643801,0.8862,0.434868052,0.476608486,0.451179019,1,13356,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7619390Aligned.sortedByCoord.out.bam,CME25A7619390,CME25A7619390,CME25A7619390,E25B_48_AB,ReGland_CS7_E25B_48_AB,E25,E25B,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,447,1426283,0.7351,0.249740019,0.32658706,0.285650759,1,13808,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7619394Aligned.sortedByCoord.out.bam,CME25A7619394,CME25A7619394,CME25A7619394,4C,4-cell_CS2_4,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,448,1885016,0.8656,0.5971395,0.65129559,0.626654482,1,11830,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619391Aligned.sortedByCoord.out.bam,CME25A7619391,CME25A7619391,CME25A7619391,E25B_59_A,SYS_CS7_E25B_59_A,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,450,1496222,0.7839,0.371346931,0.428095221,0.397746045,1,6796,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619389Aligned.sortedByCoord.out.bam,CME25A7619389,CME25A7619389,CME25A7619389,E25B_48_P,Tb_CS7_E25B_48_P,E25,E25B,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,452,763592,0.6406,0.344748731,0.40071954,0.370582844,1,10282,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619388Aligned.sortedByCoord.out.bam,CME25A7619388,CME25A7619388,CME25A7619388,E25B_48_D,SYS_CS7_E25B_48_D,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,453,714697,0.6129,0.192448067,0.275065874,0.232664992,1,5406,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619383Aligned.sortedByCoord.out.bam,CME25A7619383,CME25A7619383,CME25A7619383,E25B_48_AM,Myo_CS7_E25B_48_AM,E25,E25B,CS7,Myo_CS7_,Myo_CS7,Myo_CS7,455,1786561,0.8344,0.110942662,0.158675219,0.127899274,1,10889,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7619386Aligned.sortedByCoord.out.bam,CME25A7619386,CME25A7619386,CME25A7619386,4C,4-cell_CS2_5,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,458,2389978,0.8874,0.580557222,0.622495125,0.604983816,1,10084,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619378Aligned.sortedByCoord.out.bam,CME25A7619378,CME25A7619378,CME25A7619378,4C,4-cell_CS2_6,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,459,2446675,0.8414,0.55118057,0.598716531,0.578224486,1,8982,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619374Aligned.sortedByCoord.out.bam,CME25A7619374,CME25A7619374,CME25A7619374,E25B_48_Z,ReStroma_CS7_E25B_48_Z,E25,E25B,CS7,ReStroma_CS7_,ReStroma_CS7,ReStroma_CS7,461,6695901,0.8723,0.144737579,0.201656482,0.167467916,1,11056,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7619380Aligned.sortedByCoord.out.bam,CME25A7619380,CME25A7619380,CME25A7619380,E25B_48_C,SYS_CS7_E25B_48_C,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,462,2276300,0.6992,0.134940139,0.18356682,0.153611823,1,7223,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619375Aligned.sortedByCoord.out.bam,CME25A7619375,CME25A7619375,CME25A7619375,E25B_48_AL,Stroma_CS7_E25B_48_AL,E25,E25B,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,463,2055627,0.9073,0.030289849,0.062952256,0.038721105,1,10132,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7619366Aligned.sortedByCoord.out.bam,CME25A7619366,CME25A7619366,CME25A7619366,E25B_48_Y,ReStroma_CS7_E25B_48_Y,E25,E25B,CS7,ReStroma_CS7_,ReStroma_CS7,ReStroma_CS7,465,11637764,0.9017,0.12012141,0.169900578,0.137870471,1,14451,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7619370Aligned.sortedByCoord.out.bam,CME25A7619370,CME25A7619370,CME25A7619370,4C,4-cell_CS2_7,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,467,2956763,0.8259,0.557994534,0.602185476,0.582166098,1,8135,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619364Aligned.sortedByCoord.out.bam,CME25A7619364,CME25A7619364,CME25A7619364,E25B_48_A,SYS_CS7_E25B_48_A,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,474,5571956,0.8268,0.137956644,0.191231432,0.160679665,1,8437,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619362Aligned.sortedByCoord.out.bam,CME25A7619362,CME25A7619362,CME25A7619362,4C,4-cell_CS2_8,NA,NA,CS2,4-cell_CS2_,4-cell_CS2,4-cell_CS2,476,4566154,0.8393,0.51926266,0.5788134,0.552863679,1,10397,1,1,0,1,1,0,0,0,1,0,0,0,1
CME25A7619365Aligned.sortedByCoord.out.bam,CME25A7619365,CME25A7619365,CME25A7619365,E25B_48_M,SYS_CS7_E25B_48_M,E25,E25B,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,477,3373912,0.7321,0.296928745,0.365379158,0.328052277,1,12164,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7619367Aligned.sortedByCoord.out.bam,CME25A7619367,CME25A7619367,CME25A7619367,E25B_48_AK,Stroma_CS7_E25B_48_AK,E25,E25B,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,479,2609211,0.893,0.151952977,0.199117412,0.168903575,1,12741,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7587400Aligned.sortedByCoord.out.bam,CME25A7587400,CME25A7587400,CME25A7587400,E25A_166_AC,ReGland_CS7_E25A_166_AC,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,575,4393738,0.78,0.11682867,0.188275339,0.146102537,1,10579,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7587397Aligned.sortedByCoord.out.bam,CME25A7587397,CME25A7587397,CME25A7587397,E25A_161_X,Stroma_CS7_E25A_161_X,E25,E25A,CS7,Stroma_CS7_,Stroma_CS7,Stroma_CS7,582,1439146,0.5833,0.045398194,0.078022519,0.054956017,1,10809,1,0,0,1,0,0,1,1,1,0,0,0,0
CME25A7587396Aligned.sortedByCoord.out.bam,CME25A7587396,CME25A7587396,CME25A7587396,E25A_161_L,EmDisc_CS7_E25A_161_L,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,583,3876972,0.645,0.117046794,0.177187215,0.139173423,1,8307,1,1,1,1,0,1,1,1,1,1,1,1,1
CME25A7587392Aligned.sortedByCoord.out.bam,CME25A7587392,CME25A7587392,CME25A7587392,E25A_166_AB,Tb_CS7_E25A_166_AB,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,584,3322380,0.7048,0.084463886,0.139778304,0.107136634,1,10635,1,1,1,1,0,1,1,1,1,1,1,1,1
CME25A7587394Aligned.sortedByCoord.out.bam,CME25A7587394,CME25A7587394,CME25A7587394,E25A_169_R,Am_CS7_E25A_169_R,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,585,1504240,0.4958,0.152956764,0.219149417,0.182683947,1,8669,1,0,0,0,0,0,0,1,1,0,0,1,1
CME25A7587393Aligned.sortedByCoord.out.bam,CME25A7587393,CME25A7587393,CME25A7587393,E25A_169_F,Am_CS7_E25A_169_F,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,586,734325,0.3286,0.087044616,0.129721315,0.098622495,1,6570,1,0,0,0,0,0,0,1,1,0,1,1,1
CME25A7587395Aligned.sortedByCoord.out.bam,CME25A7587395,CME25A7587395,CME25A7587395,E25A_169_AD,Gland_CS7_E25A_169_AD,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,587,737545,0.8386,0.285997829,0.347000584,0.309455721,1,14187,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7587388Aligned.sortedByCoord.out.bam,CME25A7587388,CME25A7587388,CME25A7587388,E25A_161_K,Am_CS7_E25A_161_K,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,588,4020515,0.7756,0.038332988,0.069353969,0.047937004,1,5989,1,1,1,1,0,0,1,1,1,1,1,1,1
CME25A7587389Aligned.sortedByCoord.out.bam,CME25A7587389,CME25A7587389,CME25A7587389,E25A_161_W,Myo_CS7_E25A_161_W,E25,E25A,CS7,Myo_CS7_,Myo_CS7,Myo_CS7,590,3583610,0.6328,0.190589963,0.256473029,0.216703017,1,12821,1,1,0,1,0,0,1,1,1,0,1,0,0
CME25A7587386Aligned.sortedByCoord.out.bam,CME25A7587386,CME25A7587386,CME25A7587386,E25A_169_Q,Tb_CS7_E25A_169_Q,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,592,3933310,0.7207,0.088548997,0.138808923,0.106602793,1,9023,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7587385Aligned.sortedByCoord.out.bam,CME25A7587385,CME25A7587385,CME25A7587385,E25A_169_E,Am_CS7_E25A_169_E,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,594,1204812,0.377,0.069273166,0.10584661,0.079161514,1,6323,1,0,0,0,0,0,0,1,1,0,1,1,1
CME25A7587378Aligned.sortedByCoord.out.bam,CME25A7587378,CME25A7587378,CME25A7587378,E25A_169_P,ExMes_CS7_E25A_169_P,E25,E25A,CS7,ExMes_CS7_,ExMes_CS7,ExMes_CS7,595,2773955,0.6963,0.178791172,0.248435884,0.209027371,1,11890,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7587387Aligned.sortedByCoord.out.bam,CME25A7587387,CME25A7587387,CME25A7587387,E25A_169_AC,ReGland_CS7_E25A_169_AC,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,596,719611,0.8082,0.242015431,0.31071311,0.270222295,1,14128,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7587380Aligned.sortedByCoord.out.bam,CME25A7587380,CME25A7587380,CME25A7587380,E25A_161_J,EmDisc_CS7_E25A_161_J,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7_no pluripotency markers,597,6046604,0.7179,0.244303681,0.295810518,0.263156518,1,7641,1,1,1,1,0,1,1,1,1,1,1,1,1
CME25A7587381Aligned.sortedByCoord.out.bam,CME25A7587381,CME25A7587381,CME25A7587381,E25A_161_V,Gland_CS7_E25A_161_V,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,598,2929360,0.8557,0.551517766,0.592759143,0.567971061,1,14327,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7587382Aligned.sortedByCoord.out.bam,CME25A7587382,CME25A7587382,CME25A7587382,E25A_166_C,SYS_CS7_E25A_166_C,E25,E25A,CS7,NL_CS7_,SYS_CS7,NL_CS7_,600,967625,0.4786,0.090347753,0.135722186,0.106268135,1,4025,1,0,0,0,0,0,0,1,1,0,1,0,1
CME25A7587377Aligned.sortedByCoord.out.bam,CME25A7587377,CME25A7587377,CME25A7587377,E25A_169_D,Am_CS7_E25A_169_D,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,601,5882776,0.7784,0.058303069,0.09928872,0.072305615,1,8762,1,1,1,1,0,0,1,1,1,1,1,1,1
CME25A7587375Aligned.sortedByCoord.out.bam,CME25A7587375,CME25A7587375,CME25A7587375,E25A_166_N,Am_CS7_E25A_166_N,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,604,3276302,0.7067,0.071725063,0.115201214,0.085747098,1,6686,1,1,1,1,0,0,1,1,1,1,1,1,1
CME25A7587369Aligned.sortedByCoord.out.bam,CME25A7587369,CME25A7587369,CME25A7587369,E25A_169_C,Am_CS7_E25A_169_C,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,605,3168480,0.6331,0.138441662,0.195872715,0.162905627,1,6955,1,1,1,1,0,0,1,1,1,1,1,1,1
CME25A7587373Aligned.sortedByCoord.out.bam,CME25A7587373,CME25A7587373,CME25A7587373,E25A_161_U,Gland_CS7_E25A_161_U,E25,E25A,CS7,Gland_CS7_,Gland_CS7,Gland_CS7,606,3948764,0.8691,0.429355237,0.477017416,0.44684448,1,13268,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7587370Aligned.sortedByCoord.out.bam,CME25A7587370,CME25A7587370,CME25A7587370,E25A_169_O,EmDisc_CS7_E25A_169_O,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,608,2675000,0.7811,0.294485496,0.374488397,0.331555115,1,12848,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7587368Aligned.sortedByCoord.out.bam,CME25A7587368,CME25A7587368,CME25A7587368,E25A_166_Y,Tb_CS7_E25A_166_Y,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,609,5094323,0.8681,0.076359281,0.117360327,0.090765064,1,10031,1,1,1,1,0,1,1,1,1,1,1,1,1
CME25A7587372Aligned.sortedByCoord.out.bam,CME25A7587372,CME25A7587372,CME25A7587372,E25A_161_I,SYS_CS7_E25A_161_I,E25,E25A,CS7,SYS_CS7_,SYS_CS7,SYS_CS7,610,1341019,0.5153,0.082009856,0.165424437,0.119320279,1,6166,1,1,1,1,0,1,1,1,1,1,1,1,1
CME25A7587371Aligned.sortedByCoord.out.bam,CME25A7587371,CME25A7587371,CME25A7587371,E25A_169_AA,Tb_CS7_E25A_169_AA,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,611,405139,0.6866,0.044344538,0.090186222,0.061608294,1,7538,1,1,1,1,0,1,1,1,1,1,1,1,1
CME25A7587362Aligned.sortedByCoord.out.bam,CME25A7587362,CME25A7587362,CME25A7587362,E25A_169_N,EmDisc_CS7_E25A_169_N,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,612,4025175,0.7808,0.2429302,0.32361313,0.277811818,1,13729,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7587361Aligned.sortedByCoord.out.bam,CME25A7587361,CME25A7587361,CME25A7587361,E25A_169_B,Am_CS7_E25A_169_B,E25,E25A,CS7,Am_CS7_,Am_CS7,Am_CS7,615,5949202,0.742,0.070219752,0.127199542,0.089590991,1,8743,1,1,1,1,0,0,1,1,1,1,1,1,1
CME25A7587365Aligned.sortedByCoord.out.bam,CME25A7587365,CME25A7587365,CME25A7587365,E25A_161_T,ReGland_CS7_E25A_161_T,E25,E25A,CS7,ReGland_CS7_,ReGland_CS7,ReGland_CS7,616,1915780,0.8018,0.06258807,0.106899912,0.077627461,1,12694,1,1,0,1,0,0,1,1,1,0,0,0,0
CME25A7587364Aligned.sortedByCoord.out.bam,CME25A7587364,CME25A7587364,CME25A7587364,E25A_161_H,Am_CS7_E25A_161_H,E25,E25A,CS7,NL_CS7_,Am_CS7,NL_CS7_,617,294403,0.7165,0.047438651,0.081714836,0.058350477,1,5075,1,0,0,0,0,0,0,1,1,0,1,1,1
CME25A7587363Aligned.sortedByCoord.out.bam,CME25A7587363,CME25A7587363,CME25A7587363,E25A_169_Z,SYS_CS7_E25A_169_Z,E25,E25A,CS7,NL_CS7_,SYS_CS7,NL_CS7_,618,418312,0.4275,0.178441786,0.258994159,0.21688105,1,6352,1,0,0,0,0,0,0,1,1,0,0,0,1
CME25A7587360Aligned.sortedByCoord.out.bam,CME25A7587360,CME25A7587360,CME25A7587360,E25A_166_X,Tb_CS7_E25A_166_X,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,619,3339812,0.8304,0.081039561,0.131038236,0.098909112,1,10460,1,1,1,1,0,1,1,1,1,1,1,1,1
CME25A7587354Aligned.sortedByCoord.out.bam,CME25A7587354,CME25A7587354,CME25A7587354,E25A_169_M,EmDisc_CS7_E25A_169_M,E25,E25A,CS7,EmDisc_CS7_,EmDisc_CS7,EmDisc_CS7,621,3651991,0.7333,0.209406177,0.286139251,0.242955901,1,11942,1,1,1,1,0,1,1,1,1,1,0,1,1
CME25A7587358Aligned.sortedByCoord.out.bam,CME25A7587358,CME25A7587358,CME25A7587358,E25A_161_AE,Tb_CS7_E25A_161_AE,E25,E25A,CS7,Tb_CS7_,Tb_CS7,Tb_CS7,622,2617072,0.7454,0.199641618,0.257661674,0.220809944,1,8031,1,1,1,1,0,1,1,1,1,1,1,1,1
